income,mean,median,p5,p10,p25,p75,p90,p95,negative_rate_count,negative_rate_pct
82500.0,49.52999999999942,49.529999999999376,49.529999999999376,49.529999999999376,49.529999999999376,49.529999999999376,49.52999999999957,49.52999999999957,0,0.0
83000.0,49.53000000000017,49.53000000000016,49.53000000000016,49.53000000000016,49.53000000000016,49.53000000000016,49.53000000000029,49.53000000000029,0,0.0
83500.0,49.53000000000017,49.53000000000016,49.53000000000016,49.53000000000016,49.53000000000016,49.53000000000016,49.53000000000029,49.53000000000029,0,0.0
84000.0,49.53000000000006,49.53000000000016,49.52999999999957,49.52999999999957,49.53000000000016,49.53000000000016,49.53000000000016,49.53000000000016,0,0.0
84500.0,49.53000000000017,49.53000000000016,49.53000000000016,49.53000000000016,49.53000000000016,49.53000000000016,49.53000000000029,49.53000000000029,0,0.0
85000.0,49.52999999999942,49.529999999999376,49.529999999999376,49.529999999999376,49.529999999999376,49.529999999999376,49.52999999999957,49.52999999999957,0,0.0
85500.0,49.53000000000017,49.53000000000016,49.53000000000016,49.53000000000016,49.53000000000016,49.53000000000016,49.53000000000029,49.53000000000029,0,0.0
86000.0,49.53000000000017,49.53000000000016,49.53000000000016,49.53000000000016,49.53000000000016,49.53000000000016,49.53000000000029,49.53000000000029,0,0.0
86500.0,49.53000000000006,49.53000000000016,49.52999999999957,49.52999999999957,49.53000000000016,49.53000000000016,49.53000000000016,49.53000000000016,0,0.0
87000.0,49.53000000000017,49.53000000000016,49.53000000000016,49.53000000000016,49.53000000000016,49.53000000000016,49.53000000000029,49.53000000000029,0,0.0
87500.0,49.52999999999942,49.529999999999376,49.529999999999376,49.529999999999376,49.529999999999376,49.529999999999376,49.52999999999957,49.52999999999957,0,0.0
88000.0,49.53000000000017,49.53000000000016,49.53000000000016,49.53000000000016,49.53000000000016,49.53000000000016,49.53000000000029,49.53000000000029,0,0.0
88500.0,49.52999999999955,49.52999999999942,49.52999999999942,49.52999999999942,49.52999999999942,49.52999999999942,49.53000000000029,49.53000000000029,0,0.0
89000.0,49.53000000000068,49.53000000000089,49.52999999999957,49.52999999999957,49.53000000000089,49.53000000000089,49.53000000000089,49.53000000000089,0,0.0
89500.0,49.52999999999955,49.52999999999942,49.52999999999942,49.52999999999942,49.52999999999942,49.52999999999942,49.53000000000029,49.53000000000029,0,0.0
90000.0,49.53000000000065,49.53000000000085,49.52999999999957,49.52999999999957,49.53000000000085,49.53000000000085,49.53000000000085,49.53000000000085,0,0.0
90500.0,49.52999999999955,49.52999999999942,49.52999999999942,49.52999999999942,49.52999999999942,49.52999999999942,49.53000000000029,49.53000000000029,0,0.0
91000.0,49.52999999999955,49.52999999999942,49.52999999999942,49.52999999999942,49.52999999999942,49.52999999999942,49.53000000000029,49.53000000000029,0,0.0
91500.0,49.53000000000068,49.53000000000089,49.52999999999957,49.52999999999957,49.53000000000089,49.53000000000089,49.53000000000089,49.53000000000089,0,0.0
