income,mean,median,p5,p10,p25,p75,p90,p95,negative_rate_count,negative_rate_pct
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0
1000.0,-0.32080000000000153,-0.15800000000000125,-1.2272000000000043,-0.3524000000000017,-0.15800000000000125,-0.15800000000000125,0.0,0.0,8,80.0
2000.0,-0.4235999999999979,-0.1579999999999984,-1.792599999999994,-0.4551999999999975,-0.1579999999999984,-0.1579999999999984,0.0,0.0,8,80.0
3000.0,-0.44230000000000136,-0.15800000000000125,-1.895450000000003,-0.47390000000000154,-0.15800000000000125,-0.15800000000000125,0.0,0.0,8,80.0
4000.0,-0.44229999999999914,-0.1579999999999984,-1.8954500000000003,-0.47389999999999866,-0.1579999999999984,-0.1579999999999984,0.0,0.0,8,80.0
5000.0,-0.4423000000000007,-0.15800000000000125,-1.8954499999999996,-0.4739000000000009,-0.15800000000000125,-0.15800000000000125,0.0,0.0,8,80.0
6000.0,-0.5464999999999987,-0.1579999999999984,-2.468549999999998,-0.5780999999999982,-0.1579999999999984,-0.1579999999999984,0.0,0.0,8,80.0
7000.0,-0.6124000000000012,-0.15800000000000125,-2.831000000000002,-0.6440000000000013,-0.15800000000000125,-0.15800000000000125,0.0,0.0,8,80.0
8000.0,-0.6124000000000006,-0.15800000000000125,-2.830999999999999,-0.6440000000000008,-0.15800000000000125,-0.15800000000000125,0.0,0.0,8,80.0
9000.0,-0.612399999999999,-0.1579999999999984,-2.8309999999999995,-0.6439999999999985,-0.1579999999999984,-0.1579999999999984,0.0,0.0,8,80.0
10000.0,-0.6123999999999987,-0.1579999999999984,-2.830999999999998,-0.6439999999999982,-0.1579999999999984,-0.1579999999999984,0.0,0.0,8,80.0
11000.0,-0.6124000000000009,-0.15800000000000125,-2.831000000000001,-0.644000000000001,-0.15800000000000125,-0.15800000000000125,0.0,0.0,8,80.0
12000.0,-0.6124000000000009,-0.15800000000000125,-2.831000000000001,-0.644000000000001,-0.15800000000000125,-0.15800000000000125,0.0,0.0,8,80.0
