income,income_cents,zorgtoeslag,zorgtoeslag_eligible,huurtoeslag,huurtoeslag_eligible,bijstand,bijstand_eligible,tax,tax_credits,disposable_income,marginal_rate_zorgtoeslag,marginal_rate_huurtoeslag,marginal_rate_bijstand,marginal_rate_tax,marginal_rate_tax_credits,marginal_rate_total
1600.0,160000,173.47166666666666,True,571.48,True,0.0,False,0.0,7568.0,878.2850000000001,-0.15833333333333144,-3.159999999999968,0.0,0.0,0.0,-3.3183333333332996
1700.0,170000,173.31416666666667,True,568.32,True,0.0,False,0.0,7568.0,883.3008333333333,-0.15749999999999886,-3.159999999999968,0.0,0.0,0.0,-3.317499999999967
1800.0,180000,173.15583333333333,True,565.16,True,0.0,False,0.0,7568.0,888.3158333333333,-0.15833333333333144,-3.1600000000000823,0.0,0.0,0.0,-3.3183333333334137
1900.0,190000,172.99833333333333,True,562.0,True,0.0,False,0.0,7568.0,893.3316666666667,-0.15749999999999886,-3.159999999999968,0.0,0.0,0.0,-3.317499999999967
2000.0,200000,172.84,True,558.84,True,0.0,False,0.0,7568.0,898.3466666666668,-0.15833333333333144,-3.159999999999968,0.0,0.0,0.0,-3.3183333333332996
2100.0,210000,172.68166666666664,True,555.68,True,0.0,False,0.0,7568.0,903.3616666666666,-0.15833333333335986,-3.1600000000000823,0.0,0.0,0.0,-3.318333333333442
2200.0,220000,172.52416666666667,True,552.52,True,0.0,False,0.0,7568.0,908.3775,-0.15749999999997044,-3.159999999999968,0.0,0.0,0.0,-3.3174999999999386
2300.0,230000,172.3658333333333,True,549.36,True,0.0,False,0.0,7568.0,913.3924999999999,-0.15833333333335986,-3.159999999999968,0.0,0.0,0.0,-3.318333333333328
2400.0,240000,172.20833333333334,True,546.2,True,0.0,False,0.0,7568.0,918.4083333333334,-0.15749999999997044,-3.159999999999968,0.0,0.0,0.0,-3.3174999999999386
2500.0,250000,172.04999999999998,True,543.04,True,0.0,False,0.0,7568.0,923.4233333333332,-0.15833333333335986,-3.1600000000000823,0.0,0.0,0.0,-3.318333333333442
2600.0,260000,171.89166666666665,True,539.89,True,0.0,False,0.0,7568.0,928.4483333333333,-0.15833333333333144,-3.1499999999999773,0.0,0.0,0.0,-3.3083333333333087
2700.0,270000,171.73416666666665,True,536.73,True,0.0,False,0.0,7568.0,933.4641666666666,-0.15749999999999886,-3.159999999999968,0.0,0.0,0.0,-3.317499999999967
2800.0,280000,171.57583333333332,True,533.57,True,0.0,False,0.0,7568.0,938.4791666666667,-0.15833333333333144,-3.159999999999968,0.0,0.0,0.0,-3.3183333333332996
2900.0,290000,171.41833333333332,True,530.41,True,0.0,False,0.0,7568.0,943.4949999999999,-0.15749999999999886,-3.1600000000000823,0.0,0.0,0.0,-3.317500000000081
3000.0,300000,171.26,True,527.25,True,0.0,False,0.0,7568.0,948.51,-0.15833333333333144,-3.159999999999968,0.0,0.0,0.0,-3.3183333333332996
