income,marginal_rate_total_weighted_avg,marginal_rate_total_min,marginal_rate_total_max,disposable_income_weighted_avg
37500.0,36.819399999999916,36.77199999999992,36.92999999999992,2612.9883333333332
38000.0,36.8194000000001,36.772000000000105,36.930000000000106,2635.973666666667
38500.0,36.819399999999916,36.77199999999992,36.92999999999992,2658.959
39000.0,36.819399999999916,36.77199999999992,36.92999999999992,2681.944333333333
39500.0,36.8194000000001,36.772000000000105,36.930000000000106,2704.929666666667
40000.0,21.02740000000011,14.21200000000011,36.930000000000106,2648.955
40500.0,36.929999999999744,36.929999999999744,36.929999999999744,2672.4933333333333
41000.0,36.930000000000106,36.930000000000106,36.930000000000106,2695.0116666666668
41500.0,36.930000000000106,36.930000000000106,36.930000000000106,2715.8374999999996
42000.0,36.930000000000106,36.930000000000106,36.930000000000106,2736.6633333333334
42500.0,36.92999999999956,36.92999999999956,36.92999999999956,2757.489166666667
43000.0,36.930000000000106,36.930000000000106,36.930000000000106,2778.3149999999996
43500.0,36.92999999999993,36.92999999999993,36.92999999999993,2799.1408333333334
44000.0,36.930000000000106,36.930000000000106,36.930000000000106,2819.966666666667
44500.0,36.92999999999993,36.92999999999993,36.92999999999993,2840.7924999999996
45000.0,36.930000000000106,36.930000000000106,36.930000000000106,2861.6183333333333
45500.0,36.92999999999993,36.92999999999993,36.92999999999993,2882.444166666667
46000.0,36.930000000000106,36.930000000000106,36.930000000000106,2903.2699999999995
46500.0,36.930000000000106,36.930000000000106,36.930000000000106,2924.0958333333333
47000.0,36.92999999999993,36.92999999999993,36.92999999999993,2944.921666666667
47500.0,36.930000000000106,36.930000000000106,36.930000000000106,2965.7474999999995
48000.0,36.92999999999993,36.92999999999993,36.92999999999993,2986.5733333333333
48500.0,36.92999999999974,36.92999999999974,36.92999999999974,3007.399166666667
49000.0,36.92999999999993,36.92999999999993,36.92999999999993,3028.2249999999995
49500.0,36.930000000000106,36.930000000000106,36.930000000000106,3049.0508333333337
50000.0,36.930000000000106,36.930000000000106,36.930000000000106,3069.876666666667
50500.0,36.92999999999993,36.92999999999993,36.92999999999993,3090.7024999999994
51000.0,36.930000000000106,36.930000000000106,36.930000000000106,3111.5283333333336
51500.0,36.92999999999993,36.92999999999993,36.92999999999993,3132.354166666667
52000.0,36.930000000000106,36.930000000000106,36.930000000000106,3153.1799999999994
52500.0,36.92999999999993,36.92999999999993,36.92999999999993,3174.0058333333336
53000.0,36.930000000000106,36.930000000000106,36.930000000000106,3194.831666666667
53500.0,36.92999999999993,36.92999999999993,36.92999999999993,3215.6574999999993
54000.0,36.930000000000106,36.930000000000106,36.930000000000106,3236.4833333333336
54500.0,36.930000000000106,36.930000000000106,36.930000000000106,3257.309166666667
55000.0,36.92999999999956,36.92999999999956,36.92999999999956,3278.1349999999998
55500.0,36.930000000000106,36.930000000000106,36.930000000000106,3298.9608333333335
56000.0,36.92999999999993,36.92999999999993,36.92999999999993,3319.786666666667
56500.0,36.930000000000476,36.930000000000476,36.930000000000476,3340.6124999999993
57000.0,36.92999999999993,36.92999999999993,36.92999999999993,3361.4383333333335
57500.0,36.930000000000106,36.930000000000106,36.930000000000106,3382.264166666667
58000.0,36.9299999999992,36.9299999999992,36.9299999999992,3403.09
58500.0,36.930000000000106,36.930000000000106,36.930000000000106,3423.9158333333335
59000.0,36.930000000000106,36.930000000000106,36.930000000000106,3444.741666666667
59500.0,36.92999999999993,36.92999999999993,36.92999999999993,3465.5675
60000.0,36.93000000000002,36.93000000000002,36.93000000000002,3486.3933333333334
60500.0,36.930000000000106,36.930000000000106,36.930000000000106,3507.2191666666668
61000.0,36.93000000000002,36.93000000000002,36.93000000000002,3528.045
61500.0,36.93000000000002,36.93000000000002,36.93000000000002,3548.8708333333334
62000.0,36.93000000000002,36.93000000000002,36.93000000000002,3569.6966666666667
62500.0,36.93000000000002,36.93000000000002,36.93000000000002,3590.5225
63000.0,36.93000000000002,36.93000000000002,36.93000000000002,3611.3483333333334
63500.0,36.93000000000002,36.93000000000002,36.93000000000002,3632.1741666666658
64000.0,36.93000000000002,36.93000000000002,36.93000000000002,3653.000000000001
64500.0,36.930000000000106,36.930000000000106,36.930000000000106,3673.8258333333333
65000.0,36.93000000000002,36.93000000000002,36.93000000000002,3694.6516666666657
65500.0,36.93000000000002,36.93000000000002,36.93000000000002,3715.477500000001
66000.0,36.93000000000002,36.93000000000002,36.93000000000002,3736.3033333333333
66500.0,36.93000000000002,36.93000000000002,36.93000000000002,3757.1291666666657
67000.0,36.93000000000002,36.93000000000002,36.93000000000002,3777.955000000001
67500.0,36.93000000000002,36.93000000000002,36.93000000000002,3798.7808333333332
68000.0,36.93000000000002,36.93000000000002,36.93000000000002,3819.6066666666657
68500.0,36.93000000000002,36.93000000000002,36.93000000000002,3840.432500000001
69000.0,36.930000000000106,36.930000000000106,36.930000000000106,3861.258333333333
69500.0,36.93000000000002,36.93000000000002,36.93000000000002,3882.0841666666656
70000.0,36.93000000000002,36.93000000000002,36.93000000000002,3902.9100000000008
70500.0,36.92999999999928,36.92999999999928,36.92999999999928,3923.735833333333
71000.0,36.93000000000002,36.93000000000002,36.93000000000002,3944.5616666666665
71500.0,36.93000000000002,36.93000000000002,36.93000000000002,3965.3875000000007
72000.0,36.93000000000002,36.93000000000002,36.93000000000002,3987.005
72500.0,36.930000000000206,36.930000000000206,36.930000000000206,4010.571666666666
73000.0,36.93000000000011,36.93000000000011,36.93000000000011,4034.1383333333342
73500.0,36.930000000000206,36.930000000000206,36.930000000000206,4057.705
74000.0,36.93000000000011,36.93000000000011,36.93000000000011,4081.271666666666
74500.0,36.92999999999938,36.92999999999938,36.92999999999938,4104.838333333334
75000.0,47.690000000000055,47.690000000000055,47.690000000000055,4123.921666666667
75500.0,49.530000000000115,49.530000000000115,49.530000000000115,4142.238333333333
76000.0,49.5300000000002,49.5300000000002,49.5300000000002,4160.555
76500.0,49.530000000000115,49.530000000000115,49.530000000000115,4178.871666666666
77000.0,49.530000000000115,49.530000000000115,49.530000000000115,4197.188333333333
77500.0,49.52999999999946,49.52999999999946,49.52999999999946,4215.505000000001
78000.0,49.530000000000115,49.530000000000115,49.530000000000115,4233.821666666667
78500.0,49.53000000000016,49.53000000000016,49.53000000000016,4252.138333333332
79000.0,49.53000000000016,49.53000000000016,49.53000000000016,4270.455
79500.0,49.53000000000016,49.53000000000016,49.53000000000016,4288.7716666666665
80000.0,49.529999999999376,49.529999999999376,49.529999999999376,4307.088333333333
80500.0,49.53000000000016,49.53000000000016,49.53000000000016,4325.405000000001
81000.0,49.53000000000016,49.53000000000016,49.53000000000016,4343.721666666666
81500.0,49.53000000000016,49.53000000000016,49.53000000000016,4362.038333333332
82000.0,49.53000000000016,49.53000000000016,49.53000000000016,4380.3550000000005
82500.0,49.529999999999376,49.529999999999376,49.529999999999376,4398.671666666667
83000.0,49.53000000000016,49.53000000000016,49.53000000000016,4416.988333333333
83500.0,49.53000000000016,49.53000000000016,49.53000000000016,4435.305
84000.0,49.53000000000016,49.53000000000016,49.53000000000016,4453.621666666666
84500.0,49.53000000000016,49.53000000000016,49.53000000000016,4471.938333333333
85000.0,49.529999999999376,49.529999999999376,49.529999999999376,4490.255000000001
85500.0,49.53000000000016,49.53000000000016,49.53000000000016,4508.571666666667
86000.0,49.53000000000016,49.53000000000016,49.53000000000016,4526.888333333332
86500.0,49.53000000000016,49.53000000000016,49.53000000000016,4545.205
87000.0,49.53000000000016,49.53000000000016,49.53000000000016,4563.5216666666665
87500.0,49.529999999999376,49.529999999999376,49.529999999999376,4581.838333333333
88000.0,49.53000000000016,49.53000000000016,49.53000000000016,4600.155000000001
88500.0,49.52999999999942,49.52999999999942,49.52999999999942,4618.471666666666
89000.0,49.53000000000089,49.53000000000089,49.53000000000089,4636.788333333332
89500.0,49.52999999999942,49.52999999999942,49.52999999999942,4655.105000000001
90000.0,49.53000000000085,49.53000000000085,49.53000000000085,4673.421666666667
90500.0,49.52999999999942,49.52999999999942,49.52999999999942,4691.738333333333
91000.0,49.52999999999942,49.52999999999942,49.52999999999942,4710.055
91500.0,49.53000000000089,49.53000000000089,49.53000000000089,4728.371666666666
92000.0,49.52999999999942,49.52999999999942,49.52999999999942,4746.6883333333335
92500.0,49.53000000000085,49.53000000000085,49.53000000000085,4765.005000000001
93000.0,49.52999999999942,49.52999999999942,49.52999999999942,4783.321666666667
93500.0,49.52999999999942,49.52999999999942,49.52999999999942,4801.638333333332
94000.0,49.53000000000089,49.53000000000089,49.53000000000089,4819.955
94500.0,49.529999999999404,49.5299999999994,49.5299999999994,4838.271666666667
95000.0,49.53000000000089,49.53000000000089,49.53000000000089,4856.588333333333
95500.0,49.529999999999404,49.5299999999994,49.5299999999994,4874.905000000001
96000.0,49.52999999999942,49.52999999999942,49.52999999999942,4893.221666666666
96500.0,49.53000000000089,49.53000000000089,49.53000000000089,4911.538333333332
97000.0,49.529999999999404,49.5299999999994,49.5299999999994,4929.855000000001
97500.0,49.53000000000089,49.53000000000089,49.53000000000089,4948.171666666667
98000.0,49.529999999999404,49.5299999999994,49.5299999999994,4966.488333333333
98500.0,49.52999999999942,49.52999999999942,49.52999999999942,4984.805
99000.0,49.53000000000089,49.53000000000089,49.53000000000089,5003.121666666666
99500.0,49.529999999999404,49.5299999999994,49.5299999999994,5021.4383333333335
100000.0,49.53000000000089,49.53000000000089,49.53000000000089,5039.755000000001
