ID,StatusVanBewoning,RegioS,Perioden,TotaleWoningvoorraad_1,Koopwoningen_2,TotaalHuurwoningen_3,EigendomWoningcorporatie_4,EigendomOverigeVerhuurders_5,EigendomOnbekend_6
2286,Totaal,Emmen,2016,49118.0,30203.0,18275.0,13578.0,4697.0,640.0
2287,Totaal,Emmen,2017,48789.0,30040.0,18195.0,13620.0,4575.0,554.0
2288,Totaal,Emmen,2018,48923.0,30082.0,18313.0,13627.0,4686.0,528.0
2289,Totaal,Emmen,2019,49187.0,30553.0,18579.0,14183.0,4396.0,55.0
2290,Totaal,Emmen,2020,49308.0,30602.0,18691.0,14182.0,4509.0,15.0
2291,Totaal,Emmen,2021,49528.0,30856.0,18651.0,14063.0,4588.0,21.0
2292,Totaal,Emmen,2022,50002.0,31213.0,18776.0,14059.0,4717.0,13.0
2293,Totaal,Emmen,2023,50332.0,31445.0,18879.0,14069.0,4810.0,8.0
2294,Totaal,Emmen,2024,50563.0,31711.0,18848.0,14016.0,4832.0,4.0
2295,Totaal,Emmen,2025,50710.0,32015.0,18689.0,14018.0,4671.0,6.0
2296,Totaal,Enkhuizen,2012,8343.0,4946.0,3300.0,2675.0,625.0,97.0
2297,Totaal,Enkhuizen,2013,8399.0,4982.0,3338.0,2646.0,692.0,79.0
2298,Totaal,Enkhuizen,2014,8540.0,4992.0,3399.0,2619.0,780.0,149.0
2299,Totaal,Enkhuizen,2015,8613.0,5038.0,3450.0,2709.0,741.0,125.0
2300,Totaal,Enkhuizen,2016,8642.0,5097.0,3404.0,2605.0,799.0,141.0
2301,Totaal,Enkhuizen,2017,8689.0,5135.0,3411.0,2591.0,820.0,143.0
2302,Totaal,Enkhuizen,2018,8717.0,5266.0,3310.0,2553.0,757.0,141.0
2303,Totaal,Enkhuizen,2019,8754.0,5321.0,3375.0,2678.0,697.0,58.0
2304,Totaal,Enkhuizen,2020,8824.0,5353.0,3452.0,2646.0,806.0,19.0
2305,Totaal,Enkhuizen,2021,8880.0,5382.0,3483.0,2575.0,908.0,15.0
2306,Totaal,Enkhuizen,2022,8871.0,5400.0,3459.0,2523.0,936.0,12.0
2307,Totaal,Enkhuizen,2023,8927.0,5441.0,3474.0,2536.0,938.0,12.0
2308,Totaal,Enkhuizen,2024,8955.0,5461.0,3483.0,2541.0,942.0,11.0
2309,Totaal,Enkhuizen,2025,8989.0,5535.0,3436.0,2526.0,910.0,18.0
2310,Totaal,Enschede,2012,74142.0,35454.0,36880.0,27992.0,8888.0,1808.0
2311,Totaal,Enschede,2013,74502.0,35481.0,37883.0,28045.0,9838.0,1138.0
2312,Totaal,Enschede,2014,74787.0,35381.0,38239.0,27775.0,10464.0,1167.0
2313,Totaal,Enschede,2015,75030.0,35488.0,38507.0,30333.0,8174.0,1035.0
2314,Totaal,Enschede,2016,75056.0,35590.0,38201.0,28587.0,9614.0,1265.0
2315,Totaal,Enschede,2017,74564.0,35143.0,38172.0,29194.0,8978.0,1249.0
2316,Totaal,Enschede,2018,73672.0,35734.0,36992.0,27976.0,9016.0,946.0
2317,Totaal,Enschede,2019,74588.0,36381.0,38081.0,28233.0,9848.0,126.0
2318,Totaal,Enschede,2020,75222.0,36490.0,38657.0,28177.0,10480.0,75.0
2319,Totaal,Enschede,2021,75925.0,36457.0,39402.0,28251.0,11151.0,66.0
2320,Totaal,Enschede,2022,76250.0,36653.0,39535.0,28171.0,11364.0,62.0
2321,Totaal,Enschede,2023,77059.0,36753.0,40231.0,28156.0,12075.0,75.0
2322,Totaal,Enschede,2024,77059.0,37062.0,39926.0,27706.0,12220.0,71.0
2323,Totaal,Enschede,2025,77688.0,37494.0,40142.0,28199.0,11943.0,52.0
2324,Totaal,Epe,2012,13662.0,8654.0,4912.0,3706.0,1206.0,96.0
2325,Totaal,Epe,2013,13698.0,8658.0,4957.0,3705.0,1252.0,83.0
2326,Totaal,Epe,2014,13802.0,8648.0,4957.0,3640.0,1317.0,197.0
2327,Totaal,Epe,2015,13839.0,8680.0,5032.0,3723.0,1309.0,127.0
2328,Totaal,Epe,2016,14097.0,8818.0,5115.0,3774.0,1341.0,164.0
2329,Totaal,Epe,2017,14177.0,8828.0,5183.0,3807.0,1376.0,166.0
2330,Totaal,Epe,2018,14243.0,9043.0,5052.0,3828.0,1224.0,148.0
2331,Totaal,Epe,2019,14349.0,9296.0,5038.0,3990.0,1048.0,15.0
2332,Totaal,Epe,2020,14586.0,9434.0,5148.0,4043.0,1105.0,4.0
2333,Totaal,Epe,2021,14697.0,9489.0,5204.0,4029.0,1175.0,4.0
2334,Totaal,Epe,2022,14792.0,9609.0,5180.0,4022.0,1158.0,3.0
2335,Totaal,Epe,2023,14844.0,9637.0,5203.0,4016.0,1187.0,4.0
2336,Totaal,Epe,2024,14921.0,9660.0,5257.0,4059.0,1198.0,4.0
2337,Totaal,Epe,2025,15005.0,9780.0,5222.0,4038.0,1184.0,3.0
2338,Totaal,Ermelo,2012,10295.0,6260.0,3660.0,2652.0,1008.0,375.0
2339,Totaal,Ermelo,2013,10301.0,6293.0,3862.0,2652.0,1210.0,146.0
2340,Totaal,Ermelo,2014,10620.0,6440.0,4053.0,2646.0,1407.0,127.0
2341,Totaal,Ermelo,2015,10781.0,6516.0,4115.0,2660.0,1455.0,150.0
2342,Totaal,Ermelo,2016,10785.0,6600.0,4053.0,2662.0,1391.0,132.0
2343,Totaal,Ermelo,2017,10861.0,6647.0,4081.0,2694.0,1387.0,133.0
2344,Totaal,Ermelo,2018,10948.0,6765.0,4058.0,2703.0,1355.0,125.0
2345,Totaal,Ermelo,2019,11002.0,6898.0,4078.0,2725.0,1353.0,26.0
2346,Totaal,Ermelo,2020,11156.0,6982.0,4147.0,2754.0,1393.0,27.0
2347,Totaal,Ermelo,2021,11360.0,7078.0,4257.0,2753.0,1504.0,25.0
2348,Totaal,Ermelo,2022,11450.0,7166.0,4264.0,2771.0,1493.0,20.0
2349,Totaal,Ermelo,2023,11647.0,7254.0,4373.0,2813.0,1560.0,20.0
2350,Totaal,Ermelo,2024,11935.0,7405.0,4506.0,2869.0,1637.0,24.0
2351,Totaal,Ermelo,2025,12149.0,7531.0,4586.0,2911.0,1675.0,32.0
2352,Totaal,Etten-Leur,2012,17468.0,11198.0,6243.0,4806.0,1437.0,27.0
2353,Totaal,Etten-Leur,2013,18043.0,11367.0,6631.0,5160.0,1471.0,45.0
2354,Totaal,Etten-Leur,2014,18152.0,11394.0,6724.0,5037.0,1687.0,34.0
2355,Totaal,Etten-Leur,2015,18183.0,11486.0,6659.0,4992.0,1667.0,38.0
2356,Totaal,Etten-Leur,2016,18408.0,11568.0,6788.0,5090.0,1698.0,52.0
2357,Totaal,Etten-Leur,2017,18513.0,11627.0,6818.0,5082.0,1736.0,68.0
2358,Totaal,Etten-Leur,2018,18732.0,11727.0,6922.0,5098.0,1824.0,83.0
2359,Totaal,Etten-Leur,2019,18967.0,12167.0,6791.0,5318.0,1473.0,9.0
2360,Totaal,Etten-Leur,2020,19093.0,12236.0,6843.0,5336.0,1507.0,14.0
2361,Totaal,Etten-Leur,2021,19154.0,12280.0,6864.0,5199.0,1665.0,10.0
2362,Totaal,Etten-Leur,2022,19252.0,12403.0,6838.0,5182.0,1656.0,11.0
2363,Totaal,Etten-Leur,2023,19766.0,12613.0,7141.0,5333.0,1808.0,12.0
2364,Totaal,Etten-Leur,2024,20121.0,12809.0,7304.0,5516.0,1788.0,8.0
2365,Totaal,Etten-Leur,2025,20354.0,12948.0,7400.0,5617.0,1783.0,6.0
2366,Totaal,Ferwerderadiel,2012,3807.0,2622.0,1121.0,804.0,317.0,64.0
2367,Totaal,Ferwerderadiel,2013,3797.0,2646.0,1097.0,781.0,316.0,54.0
2368,Totaal,Ferwerderadiel,2014,3740.0,2636.0,1064.0,708.0,356.0,40.0
2369,Totaal,Ferwerderadiel,2015,3852.0,2646.0,1095.0,768.0,327.0,111.0
2370,Totaal,Ferwerderadiel,2016,3860.0,2643.0,1106.0,760.0,346.0,111.0
2371,Totaal,Ferwerderadiel,2017,3853.0,2636.0,1107.0,761.0,346.0,110.0
2372,Totaal,Ferwerderadiel,2018,3847.0,2691.0,1050.0,763.0,287.0,106.0
2373,Totaal,Ferwerderadiel,2019,,,,,,
2374,Totaal,Ferwerderadiel,2020,,,,,,
2375,Totaal,Ferwerderadiel,2021,,,,,,
2376,Totaal,Ferwerderadiel,2022,,,,,,
2377,Totaal,Ferwerderadiel,2023,,,,,,
2378,Totaal,Ferwerderadiel,2024,,,,,,
2379,Totaal,Ferwerderadiel,2025,,,,,,
2380,Totaal,Franekeradeel,2012,9318.0,5950.0,3274.0,2642.0,632.0,94.0
2381,Totaal,Franekeradeel,2013,9269.0,5963.0,3267.0,2614.0,653.0,39.0
2382,Totaal,Franekeradeel,2014,9510.0,5977.0,3426.0,2479.0,947.0,107.0
2383,Totaal,Franekeradeel,2015,9488.0,5977.0,3401.0,2577.0,824.0,110.0
2384,Totaal,Franekeradeel,2016,9501.0,5970.0,3417.0,2558.0,859.0,114.0
2385,Totaal,Franekeradeel,2017,9497.0,5991.0,3439.0,2563.0,876.0,67.0
2386,Totaal,Franekeradeel,2018,,,,,,
2387,Totaal,Franekeradeel,2019,,,,,,
2388,Totaal,Franekeradeel,2020,,,,,,
2389,Totaal,Franekeradeel,2021,,,,,,
2390,Totaal,Franekeradeel,2022,,,,,,
2391,Totaal,Franekeradeel,2023,,,,,,
2392,Totaal,Franekeradeel,2024,,,,,,
2393,Totaal,Franekeradeel,2025,,,,,,
2394,Totaal,De Friese Meren,2012,,,,,,
2395,Totaal,De Friese Meren,2013,,,,,,
2396,Totaal,De Friese Meren,2014,22691.0,15211.0,7294.0,5544.0,1750.0,186.0
2397,Totaal,De Friese Meren,2015,22724.0,15284.0,7317.0,5652.0,1665.0,123.0
2398,Totaal,De Friese Meren,2016,,,,,,
2399,Totaal,De Friese Meren,2017,,,,,,
2400,Totaal,De Friese Meren,2018,,,,,,
2401,Totaal,De Friese Meren,2019,,,,,,
2402,Totaal,De Friese Meren,2020,,,,,,
2403,Totaal,De Friese Meren,2021,,,,,,
2404,Totaal,De Friese Meren,2022,,,,,,
2405,Totaal,De Friese Meren,2023,,,,,,
2406,Totaal,De Friese Meren,2024,,,,,,
2407,Totaal,De Friese Meren,2025,,,,,,
2408,Totaal,De Fryske Marren,2012,,,,,,
2409,Totaal,De Fryske Marren,2013,,,,,,
2410,Totaal,De Fryske Marren,2014,,,,,,
2411,Totaal,De Fryske Marren,2015,,,,,,
2412,Totaal,De Fryske Marren,2016,22818.0,15340.0,7310.0,5599.0,1711.0,168.0
2413,Totaal,De Fryske Marren,2017,22887.0,15393.0,7307.0,5515.0,1792.0,187.0
2414,Totaal,De Fryske Marren,2018,23086.0,15709.0,7186.0,5536.0,1650.0,191.0
2415,Totaal,De Fryske Marren,2019,23209.0,16022.0,7133.0,5593.0,1540.0,54.0
2416,Totaal,De Fryske Marren,2020,23347.0,16139.0,7143.0,5562.0,1581.0,65.0
2417,Totaal,De Fryske Marren,2021,23460.0,16265.0,7118.0,5496.0,1622.0,77.0
2418,Totaal,De Fryske Marren,2022,23564.0,16396.0,7085.0,5505.0,1580.0,83.0
2419,Totaal,De Fryske Marren,2023,23593.0,16452.0,7053.0,5448.0,1605.0,88.0
2420,Totaal,De Fryske Marren,2024,23723.0,16572.0,7061.0,5421.0,1640.0,90.0
2421,Totaal,De Fryske Marren,2025,23886.0,16686.0,7115.0,5440.0,1675.0,85.0
2422,Totaal,Gaasterlân-Sleat,2012,4791.0,3324.0,1454.0,1028.0,426.0,13.0
2423,Totaal,Gaasterlân-Sleat,2013,4493.0,3144.0,1338.0,1027.0,311.0,11.0
2424,Totaal,Gaasterlân-Sleat,2014,,,,,,
2425,Totaal,Gaasterlân-Sleat,2015,,,,,,
2426,Totaal,Gaasterlân-Sleat,2016,,,,,,
2427,Totaal,Gaasterlân-Sleat,2017,,,,,,
2428,Totaal,Gaasterlân-Sleat,2018,,,,,,
2429,Totaal,Gaasterlân-Sleat,2019,,,,,,
2430,Totaal,Gaasterlân-Sleat,2020,,,,,,
2431,Totaal,Gaasterlân-Sleat,2021,,,,,,
2432,Totaal,Gaasterlân-Sleat,2022,,,,,,
2433,Totaal,Gaasterlân-Sleat,2023,,,,,,
2434,Totaal,Gaasterlân-Sleat,2024,,,,,,
2435,Totaal,Gaasterlân-Sleat,2025,,,,,,
2436,Totaal,Geertruidenberg,2012,9376.0,5789.0,3541.0,3116.0,425.0,46.0
2437,Totaal,Geertruidenberg,2013,9395.0,5810.0,3558.0,3110.0,448.0,27.0
2438,Totaal,Geertruidenberg,2014,9542.0,5881.0,3583.0,3160.0,423.0,78.0
2439,Totaal,Geertruidenberg,2015,9560.0,5915.0,3625.0,3112.0,513.0,20.0
2440,Totaal,Geertruidenberg,2016,9553.0,5949.0,3582.0,3030.0,552.0,22.0
2441,Totaal,Geertruidenberg,2017,9594.0,5954.0,3616.0,3020.0,596.0,24.0
2442,Totaal,Geertruidenberg,2018,9614.0,5930.0,3657.0,3008.0,649.0,27.0
2443,Totaal,Geertruidenberg,2019,9638.0,6045.0,3588.0,2991.0,597.0,5.0
2444,Totaal,Geertruidenberg,2020,9639.0,6040.0,3597.0,3006.0,591.0,2.0
2445,Totaal,Geertruidenberg,2021,9648.0,6059.0,3587.0,3058.0,529.0,2.0
2446,Totaal,Geertruidenberg,2022,9843.0,6145.0,3696.0,3082.0,614.0,2.0
2447,Totaal,Geertruidenberg,2023,10120.0,6278.0,3838.0,3176.0,662.0,4.0
2448,Totaal,Geertruidenberg,2024,10156.0,6304.0,3850.0,3182.0,668.0,2.0
2449,Totaal,Geertruidenberg,2025,10147.0,6326.0,3819.0,3163.0,656.0,2.0
2450,Totaal,Geldermalsen,2012,10371.0,7145.0,3111.0,2199.0,912.0,115.0
2451,Totaal,Geldermalsen,2013,10369.0,7183.0,3096.0,2167.0,929.0,90.0
2452,Totaal,Geldermalsen,2014,10504.0,7287.0,3095.0,2139.0,956.0,122.0
2453,Totaal,Geldermalsen,2015,10561.0,7356.0,3059.0,2132.0,927.0,146.0
2454,Totaal,Geldermalsen,2016,10630.0,7561.0,2949.0,2156.0,793.0,120.0
2455,Totaal,Geldermalsen,2017,10808.0,7590.0,3077.0,2133.0,944.0,141.0
2456,Totaal,Geldermalsen,2018,10940.0,7657.0,3178.0,2183.0,995.0,105.0
2457,Totaal,Geldermalsen,2019,,,,,,
2458,Totaal,Geldermalsen,2020,,,,,,
2459,Totaal,Geldermalsen,2021,,,,,,
2460,Totaal,Geldermalsen,2022,,,,,,
2461,Totaal,Geldermalsen,2023,,,,,,
2462,Totaal,Geldermalsen,2024,,,,,,
2463,Totaal,Geldermalsen,2025,,,,,,
2464,Totaal,Geldrop-Mierlo,2012,17105.0,10973.0,6035.0,4781.0,1254.0,97.0
2465,Totaal,Geldrop-Mierlo,2013,17157.0,11010.0,6053.0,4764.0,1289.0,94.0
2466,Totaal,Geldrop-Mierlo,2014,17217.0,11030.0,6052.0,4737.0,1315.0,135.0
2467,Totaal,Geldrop-Mierlo,2015,17269.0,11085.0,6091.0,4719.0,1372.0,93.0
2468,Totaal,Geldrop-Mierlo,2016,17305.0,11148.0,6142.0,4787.0,1355.0,15.0
2469,Totaal,Geldrop-Mierlo,2017,17354.0,11104.0,6233.0,4767.0,1466.0,17.0
2470,Totaal,Geldrop-Mierlo,2018,17429.0,11331.0,6077.0,4736.0,1341.0,21.0
2471,Totaal,Geldrop-Mierlo,2019,17640.0,11633.0,5995.0,4725.0,1270.0,12.0
2472,Totaal,Geldrop-Mierlo,2020,17746.0,11683.0,6054.0,4720.0,1334.0,9.0
2473,Totaal,Geldrop-Mierlo,2021,18078.0,11865.0,6206.0,4698.0,1508.0,7.0
2474,Totaal,Geldrop-Mierlo,2022,18120.0,11919.0,6194.0,4691.0,1503.0,7.0
2475,Totaal,Geldrop-Mierlo,2023,18308.0,11939.0,6365.0,4841.0,1524.0,4.0
2476,Totaal,Geldrop-Mierlo,2024,18448.0,12025.0,6419.0,4843.0,1576.0,4.0
2477,Totaal,Geldrop-Mierlo,2025,18586.0,12133.0,6448.0,4875.0,1573.0,5.0
2478,Totaal,Gemert-Bakel,2012,11772.0,7942.0,3672.0,2651.0,1021.0,158.0
2479,Totaal,Gemert-Bakel,2013,12042.0,8080.0,3884.0,2745.0,1139.0,78.0
2480,Totaal,Gemert-Bakel,2014,12224.0,8177.0,3979.0,2694.0,1285.0,68.0
2481,Totaal,Gemert-Bakel,2015,12334.0,8233.0,4020.0,2627.0,1393.0,81.0
2482,Totaal,Gemert-Bakel,2016,12451.0,8236.0,4131.0,2639.0,1492.0,84.0
2483,Totaal,Gemert-Bakel,2017,12597.0,8280.0,4238.0,2683.0,1555.0,79.0
2484,Totaal,Gemert-Bakel,2018,12683.0,8519.0,4073.0,2700.0,1373.0,91.0
2485,Totaal,Gemert-Bakel,2019,12754.0,8611.0,4123.0,2693.0,1430.0,20.0
2486,Totaal,Gemert-Bakel,2020,12635.0,8566.0,4059.0,2757.0,1302.0,10.0
2487,Totaal,Gemert-Bakel,2021,12649.0,8650.0,3992.0,2730.0,1262.0,7.0
2488,Totaal,Gemert-Bakel,2022,12859.0,8804.0,4047.0,2796.0,1251.0,8.0
2489,Totaal,Gemert-Bakel,2023,12989.0,8898.0,4084.0,2807.0,1277.0,7.0
2490,Totaal,Gemert-Bakel,2024,13110.0,8998.0,4107.0,2816.0,1291.0,5.0
2491,Totaal,Gemert-Bakel,2025,13239.0,9079.0,4157.0,2890.0,1267.0,3.0
2492,Totaal,Gennep,2012,7088.0,4593.0,2446.0,1756.0,690.0,49.0
2493,Totaal,Gennep,2013,7199.0,4653.0,2504.0,1814.0,690.0,42.0
2494,Totaal,Gennep,2014,7236.0,4650.0,2547.0,1798.0,749.0,39.0
2495,Totaal,Gennep,2015,7324.0,4710.0,2579.0,1718.0,861.0,35.0
2496,Totaal,Gennep,2016,7277.0,4716.0,2487.0,1700.0,787.0,74.0
2497,Totaal,Gennep,2017,7361.0,4740.0,2565.0,1747.0,818.0,56.0
2498,Totaal,Gennep,2018,7387.0,4847.0,2510.0,1752.0,758.0,30.0
2499,Totaal,Gennep,2019,7408.0,4938.0,2446.0,1780.0,666.0,24.0
2500,Totaal,Gennep,2020,7450.0,4929.0,2514.0,1806.0,708.0,7.0
2501,Totaal,Gennep,2021,7490.0,4973.0,2509.0,1805.0,704.0,8.0
2502,Totaal,Gennep,2022,7579.0,5012.0,2556.0,1845.0,711.0,11.0
2503,Totaal,Gennep,2023,7705.0,5095.0,2602.0,1865.0,737.0,8.0
2504,Totaal,Gennep,2024,7770.0,5138.0,2624.0,1866.0,758.0,8.0
2505,Totaal,Gennep,2025,7832.0,5187.0,2636.0,1888.0,748.0,9.0
2506,Totaal,Giessenlanden,2012,5737.0,4258.0,1474.0,1188.0,286.0,5.0
2507,Totaal,Giessenlanden,2013,5726.0,4228.0,1494.0,1195.0,299.0,4.0
2508,Totaal,Giessenlanden,2014,5714.0,4241.0,1468.0,1161.0,307.0,5.0
2509,Totaal,Giessenlanden,2015,5826.0,4289.0,1532.0,1217.0,315.0,5.0
2510,Totaal,Giessenlanden,2016,5883.0,4341.0,1537.0,1213.0,324.0,5.0
2511,Totaal,Giessenlanden,2017,5909.0,4354.0,1547.0,1206.0,341.0,8.0
2512,Totaal,Giessenlanden,2018,5926.0,4417.0,1497.0,1196.0,301.0,12.0
2513,Totaal,Giessenlanden,2019,,,,,,
2514,Totaal,Giessenlanden,2020,,,,,,
2515,Totaal,Giessenlanden,2021,,,,,,
2516,Totaal,Giessenlanden,2022,,,,,,
2517,Totaal,Giessenlanden,2023,,,,,,
2518,Totaal,Giessenlanden,2024,,,,,,
2519,Totaal,Giessenlanden,2025,,,,,,
2520,Totaal,Gilze en Rijen,2012,10237.0,6437.0,3592.0,2958.0,634.0,208.0
2521,Totaal,Gilze en Rijen,2013,10757.0,6769.0,3859.0,3177.0,682.0,129.0
2522,Totaal,Gilze en Rijen,2014,11067.0,6822.0,4112.0,3343.0,769.0,133.0
2523,Totaal,Gilze en Rijen,2015,11076.0,6852.0,4095.0,3326.0,769.0,129.0
2524,Totaal,Gilze en Rijen,2016,11138.0,6899.0,4109.0,3300.0,809.0,130.0
2525,Totaal,Gilze en Rijen,2017,11149.0,6960.0,4110.0,3294.0,816.0,79.0
2526,Totaal,Gilze en Rijen,2018,11199.0,7134.0,4007.0,3310.0,697.0,58.0
2527,Totaal,Gilze en Rijen,2019,11270.0,7226.0,4029.0,3368.0,661.0,15.0
2528,Totaal,Gilze en Rijen,2020,11301.0,7235.0,4054.0,3360.0,694.0,12.0
2529,Totaal,Gilze en Rijen,2021,11392.0,7277.0,4096.0,3356.0,740.0,19.0
2530,Totaal,Gilze en Rijen,2022,11403.0,7328.0,4057.0,3347.0,710.0,18.0
2531,Totaal,Gilze en Rijen,2023,11508.0,7373.0,4117.0,3336.0,781.0,18.0
2532,Totaal,Gilze en Rijen,2024,11728.0,7548.0,4154.0,3319.0,835.0,26.0
2533,Totaal,Gilze en Rijen,2025,11801.0,7632.0,4107.0,3304.0,803.0,62.0
2534,Totaal,Goedereede,2012,4788.0,3154.0,1503.0,1177.0,326.0,131.0
2535,Totaal,Goedereede,2013,,,,,,
2536,Totaal,Goedereede,2014,,,,,,
2537,Totaal,Goedereede,2015,,,,,,
2538,Totaal,Goedereede,2016,,,,,,
2539,Totaal,Goedereede,2017,,,,,,
2540,Totaal,Goedereede,2018,,,,,,
2541,Totaal,Goedereede,2019,,,,,,
2542,Totaal,Goedereede,2020,,,,,,
2543,Totaal,Goedereede,2021,,,,,,
2544,Totaal,Goedereede,2022,,,,,,
2545,Totaal,Goedereede,2023,,,,,,
2546,Totaal,Goedereede,2024,,,,,,
2547,Totaal,Goedereede,2025,,,,,,
2548,Totaal,Goeree-Overflakkee,2012,,,,,,
2549,Totaal,Goeree-Overflakkee,2013,20182.0,12369.0,7643.0,6349.0,1294.0,170.0
2550,Totaal,Goeree-Overflakkee,2014,20574.0,12663.0,7799.0,6427.0,1372.0,112.0
2551,Totaal,Goeree-Overflakkee,2015,20845.0,12802.0,7924.0,6447.0,1477.0,119.0
2552,Totaal,Goeree-Overflakkee,2016,20915.0,12968.0,7830.0,6415.0,1415.0,117.0
2553,Totaal,Goeree-Overflakkee,2017,21089.0,13029.0,7933.0,6409.0,1524.0,127.0
2554,Totaal,Goeree-Overflakkee,2018,21374.0,13422.0,7796.0,6408.0,1388.0,156.0
2555,Totaal,Goeree-Overflakkee,2019,21597.0,13774.0,7790.0,6440.0,1350.0,33.0
2556,Totaal,Goeree-Overflakkee,2020,21855.0,14001.0,7830.0,6426.0,1404.0,24.0
2557,Totaal,Goeree-Overflakkee,2021,22098.0,14249.0,7824.0,6389.0,1435.0,25.0
2558,Totaal,Goeree-Overflakkee,2022,22329.0,14465.0,7765.0,6347.0,1418.0,99.0
2559,Totaal,Goeree-Overflakkee,2023,22564.0,14681.0,7786.0,6346.0,1440.0,97.0
2560,Totaal,Goeree-Overflakkee,2024,22916.0,14882.0,8018.0,6340.0,1678.0,16.0
2561,Totaal,Goeree-Overflakkee,2025,22997.0,15022.0,7961.0,6330.0,1631.0,14.0
2562,Totaal,Goes,2012,17321.0,10053.0,7096.0,5199.0,1897.0,172.0
2563,Totaal,Goes,2013,17410.0,10181.0,7080.0,5293.0,1787.0,149.0
2564,Totaal,Goes,2014,17548.0,10127.0,7280.0,5305.0,1975.0,141.0
2565,Totaal,Goes,2015,17684.0,10231.0,7230.0,5381.0,1849.0,223.0
2566,Totaal,Goes,2016,17748.0,10280.0,7238.0,5381.0,1857.0,230.0
2567,Totaal,Goes,2017,17939.0,10353.0,7311.0,5331.0,1980.0,275.0
2568,Totaal,Goes,2018,18062.0,10592.0,7128.0,5264.0,1864.0,342.0
2569,Totaal,Goes,2019,18251.0,10892.0,7205.0,5279.0,1926.0,154.0
2570,Totaal,Goes,2020,18553.0,11033.0,7432.0,5300.0,2132.0,88.0
2571,Totaal,Goes,2021,18633.0,11081.0,7463.0,5327.0,2136.0,89.0
2572,Totaal,Goes,2022,18866.0,11274.0,7526.0,5367.0,2159.0,66.0
2573,Totaal,Goes,2023,19076.0,11474.0,7487.0,5329.0,2158.0,115.0
2574,Totaal,Goes,2024,19254.0,11636.0,7560.0,5285.0,2275.0,58.0
2575,Totaal,Goes,2025,19353.0,11784.0,7547.0,5330.0,2217.0,22.0
2576,Totaal,Goirle,2012,9703.0,6411.0,2949.0,2501.0,448.0,343.0
2577,Totaal,Goirle,2013,9792.0,6730.0,3016.0,2514.0,502.0,46.0
2578,Totaal,Goirle,2014,9843.0,6767.0,3030.0,2506.0,524.0,46.0
2579,Totaal,Goirle,2015,9859.0,6800.0,3045.0,2522.0,523.0,14.0
2580,Totaal,Goirle,2016,9906.0,6857.0,2989.0,2476.0,513.0,60.0
2581,Totaal,Goirle,2017,9961.0,6887.0,3026.0,2454.0,572.0,48.0
2582,Totaal,Goirle,2018,10164.0,7132.0,2980.0,2479.0,501.0,52.0
2583,Totaal,Goirle,2019,10291.0,7292.0,2987.0,2547.0,440.0,12.0
2584,Totaal,Goirle,2020,10363.0,7332.0,3027.0,2534.0,493.0,4.0
2585,Totaal,Goirle,2021,10423.0,7407.0,3010.0,2532.0,478.0,6.0
2586,Totaal,Goirle,2022,10460.0,7424.0,3030.0,2543.0,487.0,6.0
2587,Totaal,Goirle,2023,10561.0,7496.0,3059.0,2551.0,508.0,6.0
2588,Totaal,Goirle,2024,10585.0,7545.0,3036.0,2528.0,508.0,4.0
2589,Totaal,Goirle,2025,10735.0,7654.0,3080.0,2543.0,537.0,1.0
2590,Totaal,Gooise Meren,2012,,,,,,
2591,Totaal,Gooise Meren,2013,,,,,,
2592,Totaal,Gooise Meren,2014,,,,,,
2593,Totaal,Gooise Meren,2015,,,,,,
2594,Totaal,Gooise Meren,2016,26133.0,16230.0,9364.0,5875.0,3489.0,539.0
2595,Totaal,Gooise Meren,2017,26249.0,16345.0,9387.0,5822.0,3565.0,517.0
2596,Totaal,Gooise Meren,2018,26342.0,16498.0,9268.0,5792.0,3476.0,576.0
2597,Totaal,Gooise Meren,2019,26508.0,16868.0,9518.0,5953.0,3565.0,122.0
2598,Totaal,Gooise Meren,2020,26679.0,16946.0,9712.0,5977.0,3735.0,21.0
2599,Totaal,Gooise Meren,2021,26896.0,17043.0,9828.0,5956.0,3872.0,25.0
2600,Totaal,Gooise Meren,2022,27037.0,17217.0,9801.0,5914.0,3887.0,19.0
2601,Totaal,Gooise Meren,2023,27590.0,17631.0,9948.0,5888.0,4060.0,11.0
2602,Totaal,Gooise Meren,2024,27705.0,17675.0,10024.0,5934.0,4090.0,6.0
2603,Totaal,Gooise Meren,2025,27944.0,17999.0,9915.0,5938.0,3977.0,30.0
2604,Totaal,Gorinchem,2012,15569.0,7180.0,8176.0,7126.0,1050.0,213.0
2605,Totaal,Gorinchem,2013,15622.0,7210.0,8211.0,7117.0,1094.0,201.0
2606,Totaal,Gorinchem,2014,16019.0,7351.0,8508.0,7073.0,1435.0,160.0
2607,Totaal,Gorinchem,2015,15980.0,7417.0,8460.0,7056.0,1404.0,103.0
2608,Totaal,Gorinchem,2016,16092.0,7523.0,8450.0,6966.0,1484.0,119.0
2609,Totaal,Gorinchem,2017,16300.0,7703.0,8481.0,6923.0,1558.0,116.0
2610,Totaal,Gorinchem,2018,16392.0,7882.0,8397.0,6856.0,1541.0,113.0
2611,Totaal,Gorinchem,2019,16599.0,8111.0,8445.0,6816.0,1629.0,43.0
2612,Totaal,Gorinchem,2020,17210.0,8367.0,8834.0,6712.0,2122.0,9.0
2613,Totaal,Gorinchem,2021,17288.0,8483.0,8793.0,6607.0,2186.0,12.0
