field_name,predicted_sensitivity,confidence,rule_used,rule_description,needs_manual_review,alternative_matches,reasoning,service,law,section,existing_sensitivity
inkomen,4,0.582,detailed_income,Detailed income information,True,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Matched rule 'detailed_income': Contains 'INKOMEN',UWV,wet_inkomstenbelasting,output,
partner_inkomen,4,0.88,partner_personal_data,Detailed partner information,False,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.582}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}]","Matched rule 'partner_personal_data': Starts with 'PARTNER_', Contains 'PARTNER_INKOMEN'",UWV,wet_inkomstenbelasting,output,
BSN,5,0.41,BSN_identifiers,Burgerservicenummer - highest sensitivity identifier,True,"[{'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}]",Matched rule 'BSN_identifiers': Exact match with 'BSN',UWV,wet_structuur_uitvoeringsorganisatie_werk_en_inkomen,parameters,
DIENSTVERBANDPERIODES,3,0.3,default_fallback,No rules matched - defaulted to medium sensitivity,True,[],Field did not match any classification rules,UWV,wet_structuur_uitvoeringsorganisatie_werk_en_inkomen,sources,
UITKERINGSPERIODES,3,0.3,default_fallback,No rules matched - defaulted to medium sensitivity,True,[],Field did not match any classification rules,UWV,wet_structuur_uitvoeringsorganisatie_werk_en_inkomen,sources,
verzekerde_jaren,5,0.277,exact_financial_amounts,Exact financial amounts without aggregation,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'exact_financial_amounts' (score: 0.31),UWV,wet_structuur_uitvoeringsorganisatie_werk_en_inkomen,output,
gewerkte_uren,5,0.277,exact_financial_amounts,Exact financial amounts without aggregation,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'exact_financial_amounts' (score: 0.31),UWV,wet_structuur_uitvoeringsorganisatie_werk_en_inkomen,output,
BSN,5,0.41,BSN_identifiers,Burgerservicenummer - highest sensitivity identifier,True,"[{'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}]",Matched rule 'BSN_identifiers': Exact match with 'BSN',DJI,penitentiaire_beginselenwet,parameters,
DETENTIESTATUS,1,0.237,system_metadata,System and metadata fields,True,"[{'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}, {'rule': 'BSN_identifiers', 'sensitivity': 5, 'confidence': 0.137}]",Matched rule 'system_metadata': Contains 'STATUS',DJI,penitentiaire_beginselenwet,sources,
INRICHTING_TYPE,2,0.417,general_categories,General demographic categories,True,"[{'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}, {'rule': 'BSN_identifiers', 'sensitivity': 5, 'confidence': 0.137}]",Matched rule 'general_categories': Contains 'TYPE',DJI,penitentiaire_beginselenwet,sources,
is_gedetineerd,1,0.396,boolean_flags,Boolean flags and indicators,True,[],Matched rule 'boolean_flags': Starts with 'IS_',DJI,penitentiaire_beginselenwet,output,
BSN,5,0.41,BSN_identifiers,Burgerservicenummer - highest sensitivity identifier,True,"[{'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}]",Matched rule 'BSN_identifiers': Exact match with 'BSN',TOESLAGEN,wet_op_de_huurtoeslag,parameters,
HUURPRIJS,3,0.308,housing_situation,Housing and living situation categories,True,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}, {'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}]",Matched rule 'housing_situation': Contains 'HUURPRIJS',TOESLAGEN,wet_op_de_huurtoeslag,sources,
SERVICEKOSTEN,5,0.277,exact_financial_amounts,Exact financial amounts without aggregation,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'exact_financial_amounts' (score: 0.31),TOESLAGEN,wet_op_de_huurtoeslag,sources,
SUBSIDIABELE_SERVICEKOSTEN,5,0.277,exact_financial_amounts,Exact financial amounts without aggregation,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'exact_financial_amounts' (score: 0.31),TOESLAGEN,wet_op_de_huurtoeslag,sources,
HUISHOUDLEDEN,2,0.224,household_composition,Household and family composition,True,[],Matched rule 'household_composition': Contains 'HUISHOUD',TOESLAGEN,wet_op_de_huurtoeslag,input,
KINDEREN,3,0.3,default_fallback,No rules matched - defaulted to medium sensitivity,True,[],Field did not match any classification rules,TOESLAGEN,wet_op_de_huurtoeslag,input,
PARTNER_BSN,4,0.88,partner_personal_data,Detailed partner information,False,"[{'rule': 'BSN_identifiers', 'sensitivity': 5, 'confidence': 0.512}, {'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}]","Matched rule 'partner_personal_data': Starts with 'PARTNER_', Contains 'PARTNER_BSN'",TOESLAGEN,wet_op_de_huurtoeslag,input,
PARTNER_ADRES,5,0.55,full_addresses,Full address information,True,"[{'rule': 'partner_personal_data', 'sensitivity': 4, 'confidence': 0.352}, {'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}]","Matched rule 'full_addresses': Ends with 'ADRES', Contains 'ADRES'",TOESLAGEN,wet_op_de_huurtoeslag,input,
LEEFTIJD,2,0.9,age_demographics,Age and age-related demographics,False,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}, {'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}]","Matched rule 'age_demographics': Exact match with 'LEEFTIJD', Ends with 'LEEFTIJD', Contains 'LEEFTIJD'",TOESLAGEN,wet_op_de_huurtoeslag,input,
HEEFT_PARTNER,1,0.396,boolean_flags,Boolean flags and indicators,True,[],Matched rule 'boolean_flags': Starts with 'HEEFT_',TOESLAGEN,wet_op_de_huurtoeslag,input,
HUISHOUDGROOTTE,2,0.582,household_composition,Household and family composition,True,"[{'rule': 'general_categories', 'sensitivity': 2, 'confidence': 0.417}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}]","Matched rule 'household_composition': Exact match with 'HUISHOUDGROOTTE', Contains 'HUISHOUD'",TOESLAGEN,wet_op_de_huurtoeslag,input,
VERBLIJFSADRES,5,0.95,full_addresses,Full address information,False,"[{'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}, {'rule': 'BSN_identifiers', 'sensitivity': 5, 'confidence': 0.137}]","Matched rule 'full_addresses': Exact match with 'VERBLIJFSADRES', Ends with 'ADRES', Contains 'ADRES'",TOESLAGEN,wet_op_de_huurtoeslag,input,
INKOMEN,4,0.582,detailed_income,Detailed income information,True,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Matched rule 'detailed_income': Contains 'INKOMEN',TOESLAGEN,wet_op_de_huurtoeslag,input,
PARTNER_INKOMEN,4,0.88,partner_personal_data,Detailed partner information,False,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.582}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}]","Matched rule 'partner_personal_data': Starts with 'PARTNER_', Contains 'PARTNER_INKOMEN'",TOESLAGEN,wet_op_de_huurtoeslag,input,
VERMOGEN,5,0.554,exact_financial_amounts,Exact financial amounts without aggregation,True,"[{'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.403}, {'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'exact_financial_amounts' (score: 0.62),TOESLAGEN,wet_op_de_huurtoeslag,input,
GEZAMENLIJK_VERMOGEN,5,0.554,exact_financial_amounts,Exact financial amounts without aggregation,True,"[{'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.403}, {'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'exact_financial_amounts' (score: 0.62),TOESLAGEN,wet_op_de_huurtoeslag,input,
is_gerechtigd,1,0.396,boolean_flags,Boolean flags and indicators,True,[],Matched rule 'boolean_flags': Starts with 'IS_',TOESLAGEN,wet_op_de_huurtoeslag,output,
basishuur,5,0.277,exact_financial_amounts,Exact financial amounts without aggregation,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'exact_financial_amounts' (score: 0.31),TOESLAGEN,wet_op_de_huurtoeslag,output,
subsidiebedrag,5,0.277,exact_financial_amounts,Exact financial amounts without aggregation,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'exact_financial_amounts' (score: 0.31),TOESLAGEN,wet_op_de_huurtoeslag,output,
BSN,5,0.41,BSN_identifiers,Burgerservicenummer - highest sensitivity identifier,True,"[{'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}]",Matched rule 'BSN_identifiers': Exact match with 'BSN',KVK,handelsregisterwet,parameters,
INSCHRIJVINGEN,3,0.3,default_fallback,No rules matched - defaulted to medium sensitivity,True,[],Field did not match any classification rules,KVK,handelsregisterwet,sources,
POSITIES,3,0.3,default_fallback,No rules matched - defaulted to medium sensitivity,True,[],Field did not match any classification rules,KVK,handelsregisterwet,sources,
is_actieve_ondernemer,1,0.396,boolean_flags,Boolean flags and indicators,True,[],Matched rule 'boolean_flags': Starts with 'IS_',KVK,handelsregisterwet,output,
BSN,5,0.41,BSN_identifiers,Burgerservicenummer - highest sensitivity identifier,True,"[{'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}]",Matched rule 'BSN_identifiers': Exact match with 'BSN',JUSTID,wetboek_van_strafrecht,parameters,
STEMRECHT_UITSLUITINGEN,3,0.3,default_fallback,No rules matched - defaulted to medium sensitivity,True,[],Field did not match any classification rules,JUSTID,wetboek_van_strafrecht,sources,
heeft_stemrecht_uitsluiting,1,0.396,boolean_flags,Boolean flags and indicators,True,[],Matched rule 'boolean_flags': Starts with 'HEEFT_',JUSTID,wetboek_van_strafrecht,output,
BSN,5,0.41,BSN_identifiers,Burgerservicenummer - highest sensitivity identifier,True,"[{'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}]",Matched rule 'BSN_identifiers': Exact match with 'BSN',DJI,wet_forensische_zorg,parameters,
ZORGTYPE,2,0.417,general_categories,General demographic categories,True,"[{'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}, {'rule': 'BSN_identifiers', 'sensitivity': 5, 'confidence': 0.137}]",Matched rule 'general_categories': Contains 'TYPE',DJI,wet_forensische_zorg,sources,
JURIDISCHE_GRONDSLAG,1,0.162,identifiers_administrative,Administrative identifiers and codes,True,"[{'rule': 'BSN_identifiers', 'sensitivity': 5, 'confidence': 0.137}]",Partial match with rule 'identifiers_administrative' (score: 0.19),DJI,wet_forensische_zorg,sources,
is_forensisch,1,0.396,boolean_flags,Boolean flags and indicators,True,[],Matched rule 'boolean_flags': Starts with 'IS_',DJI,wet_forensische_zorg,output,
BSN,5,0.41,BSN_identifiers,Burgerservicenummer - highest sensitivity identifier,True,"[{'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}]",Matched rule 'BSN_identifiers': Exact match with 'BSN',RvIG,wet_brp,parameters,
GEBOORTEDATUM,4,0.95,birth_dates,Exact birth dates,False,"[{'rule': 'dates_administrative', 'sensitivity': 1, 'confidence': 0.587}]","Matched rule 'birth_dates': Exact match with 'GEBOORTEDATUM', Ends with 'GEBOORTEDATUM', Contains 'GEBOORTEDATUM'",RvIG,wet_brp,sources,
PARTNER_GEBOORTEDATUM,4,0.88,partner_personal_data,Detailed partner information,False,"[{'rule': 'birth_dates', 'sensitivity': 4, 'confidence': 0.62}, {'rule': 'dates_administrative', 'sensitivity': 1, 'confidence': 0.587}]","Matched rule 'partner_personal_data': Starts with 'PARTNER_', Contains 'PARTNER_GEBOORTEDATUM'",RvIG,wet_brp,sources,
PARTNERTYPE,2,0.417,general_categories,General demographic categories,True,[],Matched rule 'general_categories': Contains 'TYPE',RvIG,wet_brp,sources,
PARTNER_BSN,4,0.88,partner_personal_data,Detailed partner information,False,"[{'rule': 'BSN_identifiers', 'sensitivity': 5, 'confidence': 0.512}, {'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}]","Matched rule 'partner_personal_data': Starts with 'PARTNER_', Contains 'PARTNER_BSN'",RvIG,wet_brp,sources,
KINDEREN_GEGEVENS,3,0.3,default_fallback,No rules matched - defaulted to medium sensitivity,True,[],Field did not match any classification rules,RvIG,wet_brp,sources,
VERBLIJFSADRES,5,0.95,full_addresses,Full address information,False,[],"Matched rule 'full_addresses': Exact match with 'VERBLIJFSADRES', Ends with 'ADRES', Contains 'ADRES'",RvIG,wet_brp,sources,
OUDER_ADRESSEN,5,0.25,full_addresses,Full address information,True,[],Matched rule 'full_addresses': Contains 'ADRES',RvIG,wet_brp,sources,
LAND_VAN_VERBLIJF,1,0.162,identifiers_administrative,Administrative identifiers and codes,True,"[{'rule': 'BSN_identifiers', 'sensitivity': 5, 'confidence': 0.137}]",Partial match with rule 'identifiers_administrative' (score: 0.19),RvIG,wet_brp,sources,
NATIONALITEIT,3,0.224,location_categories,Location and geographic categories,True,"[{'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}, {'rule': 'BSN_identifiers', 'sensitivity': 5, 'confidence': 0.137}]",Matched rule 'location_categories': Contains 'NATIONALITEIT',RvIG,wet_brp,sources,
ADRES,5,0.55,full_addresses,Full address information,True,[],"Matched rule 'full_addresses': Ends with 'ADRES', Contains 'ADRES'",RvIG,wet_brp,sources,
HUISHOUDEN,2,0.224,household_composition,Household and family composition,True,[],Matched rule 'household_composition': Contains 'HUISHOUD',RvIG,wet_brp,sources,
leeftijd,2,0.9,age_demographics,Age and age-related demographics,False,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}, {'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}]","Matched rule 'age_demographics': Exact match with 'LEEFTIJD', Ends with 'LEEFTIJD', Contains 'LEEFTIJD'",RvIG,wet_brp,output,
heeft_partner,1,0.396,boolean_flags,Boolean flags and indicators,True,[],Matched rule 'boolean_flags': Starts with 'HEEFT_',RvIG,wet_brp,output,
partner_bsn,4,0.88,partner_personal_data,Detailed partner information,False,"[{'rule': 'BSN_identifiers', 'sensitivity': 5, 'confidence': 0.512}, {'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}]","Matched rule 'partner_personal_data': Starts with 'PARTNER_', Contains 'PARTNER_BSN'",RvIG,wet_brp,output,
woonsituatie,3,0.308,housing_situation,Housing and living situation categories,True,"[{'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}, {'rule': 'BSN_identifiers', 'sensitivity': 5, 'confidence': 0.137}]",Matched rule 'housing_situation': Contains 'WOONSITUATIE',RvIG,wet_brp,output,
land_van_verblijf,1,0.162,identifiers_administrative,Administrative identifiers and codes,True,"[{'rule': 'BSN_identifiers', 'sensitivity': 5, 'confidence': 0.137}]",Partial match with rule 'identifiers_administrative' (score: 0.19),RvIG,wet_brp,output,
heeft_nederlandse_nationaliteit,1,0.396,boolean_flags,Boolean flags and indicators,True,"[{'rule': 'location_categories', 'sensitivity': 3, 'confidence': 0.224}]",Matched rule 'boolean_flags': Starts with 'HEEFT_',RvIG,wet_brp,output,
geboortedatum,4,0.95,birth_dates,Exact birth dates,False,"[{'rule': 'dates_administrative', 'sensitivity': 1, 'confidence': 0.587}]","Matched rule 'birth_dates': Exact match with 'GEBOORTEDATUM', Ends with 'GEBOORTEDATUM', Contains 'GEBOORTEDATUM'",RvIG,wet_brp,output,
partner_geboortedatum,4,0.88,partner_personal_data,Detailed partner information,False,"[{'rule': 'birth_dates', 'sensitivity': 4, 'confidence': 0.62}, {'rule': 'dates_administrative', 'sensitivity': 1, 'confidence': 0.587}]","Matched rule 'partner_personal_data': Starts with 'PARTNER_', Contains 'PARTNER_GEBOORTEDATUM'",RvIG,wet_brp,output,
heeft_vast_adres,5,0.55,full_addresses,Full address information,True,"[{'rule': 'boolean_flags', 'sensitivity': 1, 'confidence': 0.396}]","Matched rule 'full_addresses': Ends with 'ADRES', Contains 'ADRES'",RvIG,wet_brp,output,
kinderen_bsns,3,0.3,default_fallback,No rules matched - defaulted to medium sensitivity,True,[],Field did not match any classification rules,RvIG,wet_brp,output,
verblijfsadres,5,0.95,full_addresses,Full address information,False,"[{'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}, {'rule': 'BSN_identifiers', 'sensitivity': 5, 'confidence': 0.137}]","Matched rule 'full_addresses': Exact match with 'VERBLIJFSADRES', Ends with 'ADRES', Contains 'ADRES'",RvIG,wet_brp,output,
postadres,5,0.95,full_addresses,Full address information,False,"[{'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}, {'rule': 'BSN_identifiers', 'sensitivity': 5, 'confidence': 0.137}]","Matched rule 'full_addresses': Exact match with 'POSTADRES', Ends with 'ADRES', Contains 'ADRES'",RvIG,wet_brp,output,
woonplaats,3,0.626,location_categories,Location and geographic categories,True,"[{'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}, {'rule': 'BSN_identifiers', 'sensitivity': 5, 'confidence': 0.137}]","Matched rule 'location_categories': Exact match with 'WOONPLAATS', Ends with 'PLAATS'",RvIG,wet_brp,output,
huishoudgrootte,2,0.582,household_composition,Household and family composition,True,"[{'rule': 'general_categories', 'sensitivity': 2, 'confidence': 0.417}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}]","Matched rule 'household_composition': Exact match with 'HUISHOUDGROOTTE', Contains 'HUISHOUD'",RvIG,wet_brp,output,
huishoudleden,2,0.224,household_composition,Household and family composition,True,[],Matched rule 'household_composition': Contains 'HUISHOUD',RvIG,wet_brp,output,
kinderen,3,0.3,default_fallback,No rules matched - defaulted to medium sensitivity,True,[],Field did not match any classification rules,RvIG,wet_brp,output,
heeft_kinderen_onder_12,1,0.396,boolean_flags,Boolean flags and indicators,True,"[{'rule': 'household_composition', 'sensitivity': 2, 'confidence': 0.224}]",Matched rule 'boolean_flags': Starts with 'HEEFT_',RvIG,wet_brp,output,
BSN,5,0.41,BSN_identifiers,Burgerservicenummer - highest sensitivity identifier,True,"[{'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}]",Matched rule 'BSN_identifiers': Exact match with 'BSN',RVZ,zvw,parameters,
VERZEKERINGSPOLIS,3,0.3,default_fallback,No rules matched - defaulted to medium sensitivity,True,[],Field did not match any classification rules,RVZ,zvw,sources,
VERDRAGSINSCHRIJVING,3,0.3,default_fallback,No rules matched - defaulted to medium sensitivity,True,[],Field did not match any classification rules,RVZ,zvw,sources,
VERBLIJFSLAND,3,0.492,location_categories,Location and geographic categories,True,"[{'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}, {'rule': 'BSN_identifiers', 'sensitivity': 5, 'confidence': 0.137}]","Matched rule 'location_categories': Ends with 'LAND', Contains 'VERBLIJFSLAND'",RVZ,zvw,input,
IS_GEDETINEERD,1,0.396,boolean_flags,Boolean flags and indicators,True,[],Matched rule 'boolean_flags': Starts with 'IS_',RVZ,zvw,input,
heeft_verzekering,1,0.396,boolean_flags,Boolean flags and indicators,True,[],Matched rule 'boolean_flags': Starts with 'HEEFT_',RVZ,zvw,output,
heeft_zorgverzekering,1,0.396,boolean_flags,Boolean flags and indicators,True,[],Matched rule 'boolean_flags': Starts with 'HEEFT_',RVZ,zvw,output,
is_verzekerde,1,0.396,boolean_flags,Boolean flags and indicators,True,[],Matched rule 'boolean_flags': Starts with 'IS_',RVZ,zvw,output,
BSN,5,0.41,BSN_identifiers,Burgerservicenummer - highest sensitivity identifier,True,"[{'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}]",Matched rule 'BSN_identifiers': Exact match with 'BSN',SVB,algemene_ouderdomswet,parameters,
WOONACHTIGE_VERZEKERDE_JAREN,5,0.277,exact_financial_amounts,Exact financial amounts without aggregation,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'exact_financial_amounts' (score: 0.31),SVB,algemene_ouderdomswet,sources,
WERKZAME_VERZEKERDE_JAREN,5,0.277,exact_financial_amounts,Exact financial amounts without aggregation,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'exact_financial_amounts' (score: 0.31),SVB,algemene_ouderdomswet,input,
GEBOORTEDATUM,4,0.95,birth_dates,Exact birth dates,False,"[{'rule': 'dates_administrative', 'sensitivity': 1, 'confidence': 0.587}]","Matched rule 'birth_dates': Exact match with 'GEBOORTEDATUM', Ends with 'GEBOORTEDATUM', Contains 'GEBOORTEDATUM'",SVB,algemene_ouderdomswet,input,
PARTNER_GEBOORTEDATUM,4,0.88,partner_personal_data,Detailed partner information,False,"[{'rule': 'birth_dates', 'sensitivity': 4, 'confidence': 0.62}, {'rule': 'dates_administrative', 'sensitivity': 1, 'confidence': 0.587}]","Matched rule 'partner_personal_data': Starts with 'PARTNER_', Contains 'PARTNER_GEBOORTEDATUM'",SVB,algemene_ouderdomswet,input,
LEEFTIJD,2,0.9,age_demographics,Age and age-related demographics,False,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}, {'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}]","Matched rule 'age_demographics': Exact match with 'LEEFTIJD', Ends with 'LEEFTIJD', Contains 'LEEFTIJD'",SVB,algemene_ouderdomswet,input,
HEEFT_PARTNER,1,0.396,boolean_flags,Boolean flags and indicators,True,[],Matched rule 'boolean_flags': Starts with 'HEEFT_',SVB,algemene_ouderdomswet,input,
PARTNER_BSN,4,0.88,partner_personal_data,Detailed partner information,False,"[{'rule': 'BSN_identifiers', 'sensitivity': 5, 'confidence': 0.512}, {'rule': 'identifiers_administrative', 'sensitivity': 1, 'confidence': 0.162}]","Matched rule 'partner_personal_data': Starts with 'PARTNER_', Contains 'PARTNER_BSN'",SVB,algemene_ouderdomswet,input,
PARTNER_LEEFTIJD,2,0.587,age_demographics,Age and age-related demographics,True,"[{'rule': 'partner_personal_data', 'sensitivity': 4, 'confidence': 0.352}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}]","Matched rule 'age_demographics': Ends with 'LEEFTIJD', Contains 'LEEFTIJD'",SVB,algemene_ouderdomswet,input,
INKOMEN,4,0.582,detailed_income,Detailed income information,True,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Matched rule 'detailed_income': Contains 'INKOMEN',SVB,algemene_ouderdomswet,input,
PARTNER_INKOMEN,4,0.88,partner_personal_data,Detailed partner information,False,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.582}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.554}]","Matched rule 'partner_personal_data': Starts with 'PARTNER_', Contains 'PARTNER_INKOMEN'",SVB,algemene_ouderdomswet,input,
PENSIOENLEEFTIJD,2,0.587,age_demographics,Age and age-related demographics,True,"[{'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}, {'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}]","Matched rule 'age_demographics': Ends with 'LEEFTIJD', Contains 'LEEFTIJD'",SVB,algemene_ouderdomswet,input,
PARTNER_PENSIOENLEEFTIJD,2,0.587,age_demographics,Age and age-related demographics,True,"[{'rule': 'partner_personal_data', 'sensitivity': 4, 'confidence': 0.352}, {'rule': 'exact_financial_amounts', 'sensitivity': 5, 'confidence': 0.277}]","Matched rule 'age_demographics': Ends with 'LEEFTIJD', Contains 'LEEFTIJD'",SVB,algemene_ouderdomswet,input,
is_gerechtigd,1,0.396,boolean_flags,Boolean flags and indicators,True,[],Matched rule 'boolean_flags': Starts with 'IS_',SVB,algemene_ouderdomswet,output,
basisbedrag,5,0.277,exact_financial_amounts,Exact financial amounts without aggregation,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'exact_financial_amounts' (score: 0.31),SVB,algemene_ouderdomswet,output,
opbouwpercentage,5,0.277,exact_financial_amounts,Exact financial amounts without aggregation,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'exact_financial_amounts' (score: 0.31),SVB,algemene_ouderdomswet,output,
pensioenbedrag,5,0.277,exact_financial_amounts,Exact financial amounts without aggregation,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'exact_financial_amounts' (score: 0.31),SVB,algemene_ouderdomswet,output,
standaardpremie,5,0.277,exact_financial_amounts,Exact financial amounts without aggregation,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'exact_financial_amounts' (score: 0.31),VWS,zorgtoeslagwet/regelingen/regeling_vaststelling_standaardpremie_en_bestuursrechtelijke_premies,output,
standaardpremie,5,0.277,exact_financial_amounts,Exact financial amounts without aggregation,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'exact_financial_amounts' (score: 0.31),VWS,zorgtoeslagwet/regelingen/regeling_vaststelling_standaardpremie_en_bestuursrechtelijke_premies,output,
WET,3,0.3,default_fallback,No rules matched - defaulted to medium sensitivity,True,[],Field did not match any classification rules,JenV,awb/bezwaar,sources,
GEBEURTENISSEN,3,0.3,default_fallback,No rules matched - defaulted to medium sensitivity,True,[],Field did not match any classification rules,JenV,awb/bezwaar,sources,
bezwaar_mogelijk,1,0.158,boolean_flags,Boolean flags and indicators,True,[],Partial match with rule 'boolean_flags' (score: 0.17),JenV,awb/bezwaar,output,
reden_niet_mogelijk,1,0.162,identifiers_administrative,Administrative identifiers and codes,True,"[{'rule': 'BSN_identifiers', 'sensitivity': 5, 'confidence': 0.137}]",Partial match with rule 'identifiers_administrative' (score: 0.19),JenV,awb/bezwaar,output,
bezwaartermijn,5,0.277,exact_financial_amounts,Exact financial amounts without aggregation,True,"[{'rule': 'detailed_income', 'sensitivity': 4, 'confidence': 0.179}, {'rule': 'detailed_assets', 'sensitivity': 4, 'confidence': 0.179}]",Partial match with rule 'exact_financial_amounts' (score: 0.31),JenV,awb/bezwaar,output,
